Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,Date,Value
Netherlands,NLD,"Population, total",SP.POP.TOTL,1983,14367070.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1983,3199300.0
Norway,NOR,"Population, total",SP.POP.TOTL,1983,4128432.0
Poland,POL,"Population, total",SP.POP.TOTL,1983,36571808.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1983,9957865.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1983,5091971.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1983,1922321.0
Spain,ESP,"Population, total",SP.POP.TOTL,1983,38171525.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1983,8329033.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1983,6418773.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1983,56332848.0
United States,USA,"Population, total",SP.POP.TOTL,1983,233792000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1983,29377137.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1983,130977370.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1983,8939738.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1983,4658254.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1983,707477.0
India,IND,"Population, total",SP.POP.TOTL,1983,745826546.0
Malta,MLT,"Population, total",SP.POP.TOTL,1983,330524.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1983,1974441.0
Romania,ROU,"Population, total",SP.POP.TOTL,1983,22560478.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1983,7468000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1984,15579391.0
Austria,AUT,"Population, total",SP.POP.TOTL,1984,7561434.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1984,9855372.0
Canada,CAN,"Population, total",SP.POP.TOTL,1984,25607053.0
Chile,CHL,"Population, total",SP.POP.TOTL,1984,12147758.0
Colombia,COL,"Population, total",SP.POP.TOTL,1984,28689032.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1984,2696200.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1984,5111619.0
Estonia,EST,"Population, total",SP.POP.TOTL,1984,1518617.0
Finland,FIN,"Population, total",SP.POP.TOTL,1984,4881803.0
France,FRA,"Population, total",SP.POP.TOTL,1984,56275701.0
Germany,DEU,"Population, total",SP.POP.TOTL,1984,77858685.0
Greece,GRC,"Population, total",SP.POP.TOTL,1984,9895801.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1984,10668095.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1984,239511.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1984,3532423.0
Italy,ITA,"Population, total",SP.POP.TOTL,1984,56576718.0
Japan,JPN,"Population, total",SP.POP.TOTL,1984,120083000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1984,2562047.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1984,3514205.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1984,365998.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1984,73489654.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1984,14424211.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1984,3227100.0
Norway,NOR,"Population, total",SP.POP.TOTL,1984,4140099.0
Poland,POL,"Population, total",SP.POP.TOTL,1984,36904134.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1984,9996232.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1984,5127097.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1984,1932154.0
Spain,ESP,"Population, total",SP.POP.TOTL,1984,38330364.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1984,8336605.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1984,6441865.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1984,56422072.0
United States,USA,"Population, total",SP.POP.TOTL,1984,235825000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1984,29832197.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1984,133888775.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1984,8960679.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1984,4680285.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1984,719678.0
India,IND,"Population, total",SP.POP.TOTL,1984,762895156.0
Malta,MLT,"Population, total",SP.POP.TOTL,1984,330593.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1984,1988682.0
Romania,ROU,"Population, total",SP.POP.TOTL,1984,22640547.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1984,7489000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1985,15788312.0
Austria,AUT,"Population, total",SP.POP.TOTL,1985,7564985.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1985,9858308.0
Canada,CAN,"Population, total",SP.POP.TOTL,1985,25842116.0
Chile,CHL,"Population, total",SP.POP.TOTL,1985,12326396.0
Colombia,COL,"Population, total",SP.POP.TOTL,1985,29326260.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1985,2771463.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1985,5113691.0
Estonia,EST,"Population, total",SP.POP.TOTL,1985,1528781.0
Finland,FIN,"Population, total",SP.POP.TOTL,1985,4902206.0
France,FRA,"Population, total",SP.POP.TOTL,1985,56569195.0
Germany,DEU,"Population, total",SP.POP.TOTL,1985,77684873.0
Greece,GRC,"Population, total",SP.POP.TOTL,1985,9934300.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1985,10648713.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1985,241405.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1985,3538082.0
Italy,ITA,"Population, total",SP.POP.TOTL,1985,56593071.0
Japan,JPN,"Population, total",SP.POP.TOTL,1985,120837000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1985,2578873.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1985,3544543.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1985,366706.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1985,74872006.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1985,14491632.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1985,3247100.0
Norway,NOR,"Population, total",SP.POP.TOTL,1985,4152516.0
Poland,POL,"Population, total",SP.POP.TOTL,1985,37201885.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1985,10023613.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1985,5161768.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1985,1941641.0
Spain,ESP,"Population, total",SP.POP.TOTL,1985,38469512.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1985,8350386.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1985,6470365.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1985,56550268.0
United States,USA,"Population, total",SP.POP.TOTL,1985,237924000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1985,30287112.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1985,136783180.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1985,8960547.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1985,4701417.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1985,731664.0
India,IND,"Population, total",SP.POP.TOTL,1985,780242084.0
Malta,MLT,"Population, total",SP.POP.TOTL,1985,336452.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1985,2001504.0
Romania,ROU,"Population, total",SP.POP.TOTL,1985,22732999.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1985,7504000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1986,16018350.0
Austria,AUT,"Population, total",SP.POP.TOTL,1986,7569794.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1986,9861823.0
Canada,CAN,"Population, total",SP.POP.TOTL,1986,26100278.0
Chile,CHL,"Population, total",SP.POP.TOTL,1986,12514502.0
Colombia,COL,"Population, total",SP.POP.TOTL,1986,29960101.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1986,2847849.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1986,5120534.0
Estonia,EST,"Population, total",SP.POP.TOTL,1986,1540190.0
Finland,FIN,"Population, total",SP.POP.TOTL,1986,4918154.0
France,FRA,"Population, total",SP.POP.TOTL,1986,56865193.0
Germany,DEU,"Population, total",SP.POP.TOTL,1986,77720436.0
Greece,GRC,"Population, total",SP.POP.TOTL,1986,9967213.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1986,10630564.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1986,243180.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1986,3539690.0
Italy,ITA,"Population, total",SP.POP.TOTL,1986,56596155.0
Japan,JPN,"Population, total",SP.POP.TOTL,1986,121482000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1986,2599892.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1986,3578914.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1986,368355.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1986,76224365.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1986,14572278.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1986,3246300.0
Norway,NOR,"Population, total",SP.POP.TOTL,1986,4167354.0
Poland,POL,"Population, total",SP.POP.TOTL,1986,37456119.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1986,10032734.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1986,5193838.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1986,1965964.0
Spain,ESP,"Population, total",SP.POP.TOTL,1986,38584624.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1986,8369829.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1986,6504124.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1986,56681396.0
United States,USA,"Population, total",SP.POP.TOTL,1986,240133000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1986,30748326.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1986,139643355.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1986,8958171.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1986,4721446.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1986,743446.0
India,IND,"Population, total",SP.POP.TOTL,1986,797878993.0
Malta,MLT,"Population, total",SP.POP.TOTL,1986,342121.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1986,2012926.0
Romania,ROU,"Population, total",SP.POP.TOTL,1986,22836841.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1986,7536000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1987,16263874.0
Austria,AUT,"Population, total",SP.POP.TOTL,1987,7574586.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1987,9870234.0
Canada,CAN,"Population, total",SP.POP.TOTL,1987,26446601.0
Chile,CHL,"Population, total",SP.POP.TOTL,1987,12712784.0
Colombia,COL,"Population, total",SP.POP.TOTL,1987,30603048.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1987,2924595.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1987,5127024.0
Estonia,EST,"Population, total",SP.POP.TOTL,1987,1552221.0
Finland,FIN,"Population, total",SP.POP.TOTL,1987,4932123.0
France,FRA,"Population, total",SP.POP.TOTL,1987,57168409.0
Germany,DEU,"Population, total",SP.POP.TOTL,1987,77839920.0
Greece,GRC,"Population, total",SP.POP.TOTL,1987,10000595.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1987,10612741.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1987,245859.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1987,3540057.0
Italy,ITA,"Population, total",SP.POP.TOTL,1987,56601931.0
Japan,JPN,"Population, total",SP.POP.TOTL,1987,122069000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1987,2626583.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1987,3616367.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1987,370750.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1987,77553504.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1987,14665037.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1987,3274400.0
Norway,NOR,"Population, total",SP.POP.TOTL,1987,4186905.0
Poland,POL,"Population, total",SP.POP.TOTL,1987,37668045.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1987,10030031.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1987,5222840.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1987,1989776.0
Spain,ESP,"Population, total",SP.POP.TOTL,1987,38684815.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1987,8397804.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1987,6545106.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1987,56802050.0
United States,USA,"Population, total",SP.POP.TOTL,1987,242289000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1987,31216453.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1987,142466264.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1987,8971359.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1987,4739745.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1987,755021.0
India,IND,"Population, total",SP.POP.TOTL,1987,815716125.0
Malta,MLT,"Population, total",SP.POP.TOTL,1987,344485.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1987,2023097.0
Romania,ROU,"Population, total",SP.POP.TOTL,1987,22949430.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1987,7558000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1988,16532164.0
Austria,AUT,"Population, total",SP.POP.TOTL,1988,7585317.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1988,9901664.0
Canada,CAN,"Population, total",SP.POP.TOTL,1988,26791747.0
Chile,CHL,"Population, total",SP.POP.TOTL,1988,12918389.0
Colombia,COL,"Population, total",SP.POP.TOTL,1988,31256727.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1988,3001461.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1988,5129516.0
Estonia,EST,"Population, total",SP.POP.TOTL,1988,1561900.0
Finland,FIN,"Population, total",SP.POP.TOTL,1988,4946481.0
France,FRA,"Population, total",SP.POP.TOTL,1988,57472651.0
Germany,DEU,"Population, total",SP.POP.TOTL,1988,78144619.0
Greece,GRC,"Population, total",SP.POP.TOTL,1988,10036983.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1988,10596487.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1988,249740.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1988,3524949.0
Italy,ITA,"Population, total",SP.POP.TOTL,1988,56629288.0
Japan,JPN,"Population, total",SP.POP.TOTL,1988,122578000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1988,2653434.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1988,3655049.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1988,373450.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1988,78892015.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1988,14760094.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1988,3283400.0
Norway,NOR,"Population, total",SP.POP.TOTL,1988,4209488.0
Poland,POL,"Population, total",SP.POP.TOTL,1988,37824487.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1988,10019610.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1988,5250596.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988,1995196.0
Spain,ESP,"Population, total",SP.POP.TOTL,1988,38766939.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1988,8436489.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1988,6593386.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1988,56928327.0
United States,USA,"Population, total",SP.POP.TOTL,1988,244499000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1988,31690792.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1988,145253973.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1988,8981446.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1988,4755207.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1988,766412.0
India,IND,"Population, total",SP.POP.TOTL,1988,833729681.0
Malta,MLT,"Population, total",SP.POP.TOTL,1988,347325.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1988,2031932.0
Romania,ROU,"Population, total",SP.POP.TOTL,1988,23057662.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1988,7572000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1989,16814416.0
Austria,AUT,"Population, total",SP.POP.TOTL,1989,7619567.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1989,9937697.0
Canada,CAN,"Population, total",SP.POP.TOTL,1989,27276781.0
Chile,CHL,"Population, total",SP.POP.TOTL,1989,13128619.0
Colombia,COL,"Population, total",SP.POP.TOTL,1989,31923117.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1989,3079001.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1989,5132594.0
Estonia,EST,"Population, total",SP.POP.TOTL,1989,1568131.0
Finland,FIN,"Population, total",SP.POP.TOTL,1989,4964371.0
France,FRA,"Population, total",SP.POP.TOTL,1989,57766282.0
Germany,DEU,"Population, total",SP.POP.TOTL,1989,78751283.0
Greece,GRC,"Population, total",SP.POP.TOTL,1989,10089498.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1989,10481719.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1989,252852.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1989,3511009.0
Italy,ITA,"Population, total",SP.POP.TOTL,1989,56671781.0
Japan,JPN,"Population, total",SP.POP.TOTL,1989,123069000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1989,2666955.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1989,3684255.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1989,377100.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1989,80233749.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1989,14848907.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1989,3299200.0
Norway,NOR,"Population, total",SP.POP.TOTL,1989,4226901.0
Poland,POL,"Population, total",SP.POP.TOTL,1989,37961529.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1989,10005000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1989,5275942.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1989,1996351.0
Spain,ESP,"Population, total",SP.POP.TOTL,1989,38827764.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1989,8492964.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1989,6646912.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1989,57076711.0
United States,USA,"Population, total",SP.POP.TOTL,1989,246819000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1989,32165766.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1989,148003411.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1989,8876972.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1989,4767260.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1989,777592.0
India,IND,"Population, total",SP.POP.TOTL,1989,852012673.0
Malta,MLT,"Population, total",SP.POP.TOTL,1989,350722.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1989,2039426.0
Romania,ROU,"Population, total",SP.POP.TOTL,1989,23161458.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1989,7581000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1990,17065128.0
Austria,AUT,"Population, total",SP.POP.TOTL,1990,7677850.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1990,9967379.0
Canada,CAN,"Population, total",SP.POP.TOTL,1990,27691138.0
Chile,CHL,"Population, total",SP.POP.TOTL,1990,13342868.0
Colombia,COL,"Population, total",SP.POP.TOTL,1990,32601393.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1990,3158253.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1990,5140939.0
Estonia,EST,"Population, total",SP.POP.TOTL,1990,1569174.0
Finland,FIN,"Population, total",SP.POP.TOTL,1990,4986431.0
France,FRA,"Population, total",SP.POP.TOTL,1990,58044701.0
Germany,DEU,"Population, total",SP.POP.TOTL,1990,79433029.0
Greece,GRC,"Population, total",SP.POP.TOTL,1990,10196792.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1990,10373988.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1990,254826.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1990,3513974.0
Italy,ITA,"Population, total",SP.POP.TOTL,1990,56719240.0
Japan,JPN,"Population, total",SP.POP.TOTL,1990,123478000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1990,2663151.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1990,3697838.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1990,381850.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1990,81720428.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1990,14951510.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1990,3329800.0
Norway,NOR,"Population, total",SP.POP.TOTL,1990,4241473.0
Poland,POL,"Population, total",SP.POP.TOTL,1990,38110782.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1990,9983218.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1990,5299187.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1990,1998161.0
Spain,ESP,"Population, total",SP.POP.TOTL,1990,38867322.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1990,8558835.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1990,6715519.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1990,57247586.0
United States,USA,"Population, total",SP.POP.TOTL,1990,249623000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1990,32637657.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1990,150706446.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1990,8718289.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1990,4777368.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1990,788500.0
India,IND,"Population, total",SP.POP.TOTL,1990,870452165.0
Malta,MLT,"Population, total",SP.POP.TOTL,1990,354170.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1990,2044174.0
Romania,ROU,"Population, total",SP.POP.TOTL,1990,23201835.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1990,7586000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1991,17284036.0
Austria,AUT,"Population, total",SP.POP.TOTL,1991,7754891.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1991,10004486.0
Canada,CAN,"Population, total",SP.POP.TOTL,1991,28037420.0
Chile,CHL,"Population, total",SP.POP.TOTL,1991,13561945.0
Colombia,COL,"Population, total",SP.POP.TOTL,1991,33272628.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1991,3239414.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1991,5154298.0
Estonia,EST,"Population, total",SP.POP.TOTL,1991,1561314.0
Finland,FIN,"Population, total",SP.POP.TOTL,1991,5013740.0
France,FRA,"Population, total",SP.POP.TOTL,1991,58557577.0
Germany,DEU,"Population, total",SP.POP.TOTL,1991,80013896.0
Greece,GRC,"Population, total",SP.POP.TOTL,1991,10319927.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1991,10373400.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1991,257797.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1991,3534235.0
Italy,ITA,"Population, total",SP.POP.TOTL,1991,56758521.0
Japan,JPN,"Population, total",SP.POP.TOTL,1991,123964000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1991,2650581.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1991,3704134.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1991,387000.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1991,83351595.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1991,15069798.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1991,3495100.0
Norway,NOR,"Population, total",SP.POP.TOTL,1991,4261732.0
Poland,POL,"Population, total",SP.POP.TOTL,1991,38246193.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1991,9960235.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1991,5303294.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1991,1999429.0
Spain,ESP,"Population, total",SP.POP.TOTL,1991,38966376.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1991,8617375.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1991,6799978.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1991,57424897.0
United States,USA,"Population, total",SP.POP.TOTL,1991,252981000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1991,33105763.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1991,153336445.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1991,8632367.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1991,4689022.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1991,799061.0
India,IND,"Population, total",SP.POP.TOTL,1991,888941756.0
Malta,MLT,"Population, total",SP.POP.TOTL,1991,363845.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1991,2036686.0
Romania,ROU,"Population, total",SP.POP.TOTL,1991,23001155.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1991,7595636.0
Australia,AUS,"Population, total",SP.POP.TOTL,1992,17478635.0
Austria,AUT,"Population, total",SP.POP.TOTL,1992,7840709.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1992,10045158.0
Canada,CAN,"Population, total",SP.POP.TOTL,1992,28371264.0
Chile,CHL,"Population, total",SP.POP.TOTL,1992,13782297.0
Colombia,COL,"Population, total",SP.POP.TOTL,1992,33939039.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1992,3321939.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1992,5171370.0
Estonia,EST,"Population, total",SP.POP.TOTL,1992,1533091.0
Finland,FIN,"Population, total",SP.POP.TOTL,1992,5041992.0
France,FRA,"Population, total",SP.POP.TOTL,1992,58849943.0
Germany,DEU,"Population, total",SP.POP.TOTL,1992,80624598.0
Greece,GRC,"Population, total",SP.POP.TOTL,1992,10399061.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1992,10369341.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1992,261057.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1992,3558430.0
Italy,ITA,"Population, total",SP.POP.TOTL,1992,56797087.0
Japan,JPN,"Population, total",SP.POP.TOTL,1992,124425000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1992,2614338.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1992,3700114.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1992,392175.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1992,84993164.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1992,15184166.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1992,3531700.0
Norway,NOR,"Population, total",SP.POP.TOTL,1992,4286401.0
Poland,POL,"Population, total",SP.POP.TOTL,1992,38363667.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1992,9952494.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1992,5305016.0
